Temperature,Vibration,RPM,Torque,Tool_Wear,Pressure,Power,Failure
69.96714153011233,1.9572042156102225,2823,128.10431764934503,52.56414214032053,8.160985438773675,18.436053568628683,0
63.61735698828815,2.2556004295570777,2104,209.65240378419244,98.743825930861,5.645961632350821,14.626883073976446,1
71.47688538100692,2.0220951511638856,2041,163.17746606398845,59.1787997704907,7.614054289151952,19.135153194068696,0
80.23029856408026,2.5883344375568957,2016,148.95098929477734,37.74870871676049,7.44178614489778,14.88877209857216,0
62.658466252766644,3.45774282516953,1707,125.0550424011313,27.410990874379625,8.530386075465735,13.30413291221878,0
62.6586304305082,1.8831662742870363,2314,162.03472807148074,91.83596649274143,12.24543028618151,16.375491483560513,1
80.79212815507391,3.3006563982147314,2383,187.51911151747646,37.07322903866355,7.982675286703988,18.434983458227457,0
72.67434729152909,1.8746623421224897,2891,142.90642916632473,14.614160009305,8.017729829169712,12.780672642864227,0
60.30525614065048,1.8218982300024926,2302,106.2386574980543,27.825870738488177,8.98984331438617,14.20657048347106,0
70.42560043585965,3.154875694674571,1974,132.38901501451343,64.56231637301924,7.6964986957462695,11.497639550117722,0
60.365823071875376,3.2375491024060934,1396,141.68988626952776,13.301044277314933,8.645388933539813,13.837698810141408,0
60.34270246429743,3.1811279494101234,1973,111.88066482832461,9.156635307816796,9.960868460955796,13.405192502938645,0
67.41962271566034,1.447362073425487,1765,163.0965265377304,45.76266024613924,7.561387185243813,15.767342318311357,0
45.86719755342202,2.1272392175423596,2165,168.3666968808557,8.365171150057682,10.285652007547748,9.56465074538022,0
47.75082167486967,3.158390873602657,1676,132.10719035087058,39.293811468300724,8.290111295862575,14.364316020355137,0
59.37712470759027,2.5332334724511156,1516,171.08763754532836,32.27252430705603,9.195557357329594,17.287975599079598,0
54.87168879665576,1.6410457230420286,2274,127.1180007191958,39.14771835895658,9.542340054027482,16.375000621341513,0
68.14247332595274,2.8666543513003533,1661,116.71849649351739,48.77883076603442,9.985292793596658,17.465461113837694,0
55.91975924478789,1.9281541928068235,2563,123.62798099756543,18.532898375345376,9.704751213585867,17.105950248969187,0
50.87696298664709,3.9356198787137697,2260,129.3014012425769,44.24244349158526,10.087864726660086,17.25250729674224,0
79.65648768921554,3.7358731699346066,2155,169.72031472652202,36.15191264181049,8.256819094291746,11.903230844288018,0
62.74223699513465,2.983277941084454,1305,163.91996506813237,79.54735320492738,6.945918947376221,12.676603159684198,0
65.67528204687923,3.588805363815819,1357,127.1185737946218,69.4689146283433,8.152103234939851,17.508045698805866,0
50.75251813786544,2.551833080098705,2308,133.17103578335295,87.25417820294018,6.386593477675796,8.80985975032166,1
59.556172754748175,3.1123499955000127,2316,194.24165707134662,66.90096687446866,7.505259482810128,9.583890976498733,0
66.10922589709867,3.68217623624166,2186,170.45857275861837,12.108495120075203,7.1121628113481075,14.059639992875201,0
53.490064225776976,2.6963989454354502,2939,114.73270471930678,50.70770166355233,5.759324962996428,14.801568283477122,0
68.75698018345672,2.295850262788573,1418,183.16325394666035,74.24695985083369,9.38082119530628,13.21645063310358,0
58.99361310081195,1.1363024334583072,2762,206.40919647869657,84.167847661817,10.001921486480837,9.394893857262387,1
62.083062502067236,2.433493179422805,2491,149.35440869669176,18.12757020731649,6.906461246776857,18.393942962763695,0
58.98293387770603,3.158738547649849,1641,142.4198175929286,22.350264853514222,8.959647092221443,13.003647599750808,0
83.52278184508938,3.256506742054104,2907,139.33476757039733,86.22406959603632,11.987710781170634,10.63256766796065,1
64.86502775262066,2.9034920525747276,2593,142.24348742494166,48.54042768107482,9.787417162802862,6.87742053191884,0
